호선명,역번호,역명,종착역 여부,환승역 여부,승강장 유형,역 위도,역 경도,엘리베이터 내부 관리번호,엘리베이터 고유번호,출발층,출발 구분,출발층위,도착층,도착 구분,도착층위,이동방향,단계별 대체 경로,경로 이용 가능 여부,경로복잡도 점수,경로복잡도 등급,학습라벨,대체경로유형
1,97,낫개,N,N,상대식,35.06543602,128.9796806,4,E-0097-04,대합실,지하,1,승강장,지하,3,양방향,"노포행 열차 이용, 신장림역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,97,낫개,N,N,상대식,35.06543602,128.9796806,5,E-0097-05,승강장,지하,3,대합실,지하,1,양방향,"노포행 열차 이용, 신장림역 하차, 반대방향 다대포해수욕장행 열차 이용, 낫개역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,97,낫개,N,N,상대식,35.06543602,128.9796806,5,E-0097-05,대합실,지하,1,승강장,지하,3,양방향,"다대포해수욕장행 열차 이용, 다대포항역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,98,신장림,N,N,상대식,35.0748044,128.9766486,1,E-0098-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,98,신장림,N,N,상대식,35.0748044,128.9766486,1,E-0098-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,98,신장림,N,N,상대식,35.0748044,128.9766486,2,E-0098-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,98,신장림,N,N,상대식,35.0748044,128.9766486,2,E-0098-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,98,신장림,N,N,상대식,35.0748044,128.9766486,3,E-0098-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 낫개역 하차, 반대방향 노포행 열차 이용, 신장림역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,98,신장림,N,N,상대식,35.0748044,128.9766486,3,E-0098-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 괴정역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,98,신장림,N,N,상대식,35.0748044,128.9766486,4,E-0098-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 괴정역 하차, 반대방향 다대포해수욕장행 열차 이용, 신장림역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,98,신장림,N,N,상대식,35.0748044,128.9766486,4,E-0098-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 낫개역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,99,장림,N,N,상대식,35.08209633,128.9773589,1,E-0099-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,99,장림,N,N,상대식,35.08209633,128.9773589,1,E-0099-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,99,장림,N,N,상대식,35.08209633,128.9773589,2,E-0099-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,99,장림,N,N,상대식,35.08209633,128.9773589,2,E-0099-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,99,장림,N,N,상대식,35.08209633,128.9773589,3,E-0099-03,승강장,지하,2,대합실,지하,1,양방향,"다대표행 열차 이용, 신장림역 하차, 반대방향 노포행 열차 이용, 장림역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,99,장림,N,N,상대식,35.08209633,128.9773589,3,E-0099-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 동매역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,99,장림,N,N,상대식,35.08209633,128.9773589,4,E-0099-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 동매역 하차, 반대방향 다대포해수욕장행 열차 이용, 장림역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,99,장림,N,N,상대식,35.08209633,128.9773589,4,E-0099-04,대합실,지하,1,승강장,지하,2,양방향,"다대표행 열차 이용, 신장림역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,100,동매,N,N,상대식,35.092883,128.976828,1,E-0100-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,1,E-0100-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,2,E-0100-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,2,E-0100-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,3,E-0100-03,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 2호기 이용 또는 5호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,3,E-0100-03,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 2호기 이용 또는 5호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,4,E-0100-04,대합실,지하,1,역사 외부,지상,1,양방향,6호기 이용 또는 7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,4,E-0100-04,역사 외부,지상,1,대합실,지하,1,양방향,6호기 이용 또는 7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,5,E-0100-05,대합실,지하,1,역사 외부,지상,1,양방향,3호기 이용 또는 6호기 이용 또는 7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,5,E-0100-05,역사 외부,지상,1,대합실,지하,1,양방향,3호기 이용 또는 6호기 이용 또는 7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,6,E-0100-06,대합실,지하,1,역사 외부,지상,1,양방향,7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,6,E-0100-06,역사 외부,지상,1,대합실,지하,1,양방향,7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,7,E-0100-07,대합실,지하,1,역사 외부,지상,1,양방향,6호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,7,E-0100-07,역사 외부,지상,1,대합실,지하,1,양방향,6호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,8,E-0100-08,대합실,지하,1,역사 외부,지상,1,양방향,7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,8,E-0100-08,역사 외부,지상,1,대합실,지하,1,양방향,7호기 이용 또는 8호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,100,동매,N,N,상대식,35.092883,128.976828,9,E-0100-09,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 장림역 하차, 반대방향 노포행 열차 이용, 동매역 하차, 10호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,100,동매,N,N,상대식,35.092883,128.976828,9,E-0100-09,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 신평역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,100,동매,N,N,상대식,35.092883,128.976828,10,E-0100-10,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 신평역 하차, 반대방향 다대포해수욕장행 열차 이용, 동매역 하차, 9호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,100,동매,N,N,상대식,35.092883,128.976828,10,E-0100-10,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 장림역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,101,신평,N,N,상대식,35.09517943,128.9605638,1,E-0101-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,101,신평,N,N,상대식,35.09517943,128.9605638,1,E-0101-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,101,신평,N,N,상대식,35.09517943,128.9605638,1,E-0101-01,대합실,지상,1,연계시설(임대시설),지상,2,양방향,대체 경로 없음,N,,이동 불가,이동 불가,ALT_NONE
1,101,신평,N,N,상대식,35.09517943,128.9605638,1,E-0101-01,연계시설(임대시설),지상,2,대합실,지상,1,양방향,대체 경로 없음,N,,이동 불가,이동 불가,ALT_NONE
1,101,신평,N,N,상대식,35.09517943,128.9605638,2,E-0101-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,101,신평,N,N,상대식,35.09517943,128.9605638,2,E-0101-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,101,신평,N,N,상대식,35.09517943,128.9605638,3,E-0101-03,대합실,지하,1,승강장,지상,1,양방향,"1호기 이용(지상으로 이동), 7-1번 지상 출구로 이동, 다대포해수욕장행 열차 이용",Y,6,복잡,타 역 환승,ALT_STN
1,101,신평,N,N,상대식,35.09517943,128.9605638,3,E-0101-03,승강장,지상,1,대합실,지하,1,양방향,"7-1번 지상 출구 이용, 1호기 이용(대합실로 이동)",Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,101,신평,N,N,상대식,35.09517943,128.9605638,4,E-0101-04,대합실,지하,1,승강장,지상,1,양방향,"다대포해수욕장행 열차 이용, 동매역 하차, 반대방향 노포행 열차 이용",Y,6,복잡,타 역 환승,ALT_STN
1,101,신평,N,N,상대식,35.09517943,128.9605638,4,E-0101-04,승강장,지상,1,대합실,지하,1,양방향,"노포행 열차 이용, 하단역 하차, 반대방향 다대포해수욕장행 열차 이용, 신평역 하차, 3호기 이용(대합실 이동)",Y,9,복잡,역 복귀 이동,ALT_BACK
1,102,하단,N,N,상대식,35.1061801,128.9668027,1,E-0102-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,102,하단,N,N,상대식,35.1061801,128.9668027,1,E-0102-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,102,하단,N,N,상대식,35.1061801,128.9668027,2,E-0102-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,102,하단,N,N,상대식,35.1061801,128.9668027,2,E-0102-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,102,하단,N,N,상대식,35.1061801,128.9668027,3,E-0102-03,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,102,하단,N,N,상대식,35.1061801,128.9668027,3,E-0102-03,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,102,하단,N,N,상대식,35.1061801,128.9668027,4,E-0102-04,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 신평역 하차, 반대방향 노포행 열차 이용, 하단역 하차, 5호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,102,하단,N,N,상대식,35.1061801,128.9668027,4,E-0102-04,대합실,지하,1,승강장,지하,2,양방향,"5호기 이용(노포행 승강장 이동), 노포행 열차 이용, 당리역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,102,하단,N,N,상대식,35.1061801,128.9668027,5,E-0102-05,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 당리역 하차, 반대방향 다대포해수욕장행 열차 이용, 하단역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,102,하단,N,N,상대식,35.1061801,128.9668027,5,E-0102-05,대합실,지하,1,승강장,지하,2,양방향,"4호기 이용(다대포해수욕장행 승강장 이동), 다대포해수욕장행 열차 이용, 신평역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,103,당리,N,N,상대식,35.10353156,128.9738461,1,E-0103-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,103,당리,N,N,상대식,35.10353156,128.9738461,1,E-0103-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,103,당리,N,N,상대식,35.10353156,128.9738461,2,E-0103-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,103,당리,N,N,상대식,35.10353156,128.9738461,2,E-0103-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,103,당리,N,N,상대식,35.10353156,128.9738461,3,E-0103-03,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,103,당리,N,N,상대식,35.10353156,128.9738461,3,E-0103-03,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,103,당리,N,N,상대식,35.10353156,128.9738461,4,E-0103-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 사하역 하차, 반대방향 다대포해수욕장행 열차 이용, 당리역 하차, 5호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,103,당리,N,N,상대식,35.10353156,128.9738461,4,E-0103-04,대합실,지하,1,승강장,지하,2,양방향,"5호기 이용(다대포해수욕장행 승강장 이동), 다대포해수욕장행 열차 이용, 하단역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,103,당리,N,N,상대식,35.10353156,128.9738461,5,E-0103-05,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 하단역 하차, 반대방향 노포행 열차 이용, 당리역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,103,당리,N,N,상대식,35.10353156,128.9738461,5,E-0103-05,대합실,지하,1,승강장,지하,2,양방향,"4호기 이용(노포행 승강장 이동), 노포행 열차 이용, 사하역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,104,사하,N,N,상대식,35.09984716,128.9830998,1,E-0104-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,104,사하,N,N,상대식,35.09984716,128.9830998,1,E-0104-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,104,사하,N,N,상대식,35.09984716,128.9830998,2,E-0104-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,104,사하,N,N,상대식,35.09984716,128.9830998,2,E-0104-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,104,사하,N,N,상대식,35.09984716,128.9830998,3,E-0104-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 괴정역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,104,사하,N,N,상대식,35.09984716,128.9830998,3,E-0104-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 당리역 하차, 반대방향 노포행 열차 이용, 사하역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,104,사하,N,N,상대식,35.09984716,128.9830998,4,E-0104-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 당리역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,104,사하,N,N,상대식,35.09984716,128.9830998,4,E-0104-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 괴정역 하차, 반대방향 다대포해수욕장행 열차 이용, 사하역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,105,괴정,N,N,상대식,35.09981644,128.9921442,1,E-0105-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,105,괴정,N,N,상대식,35.09981644,128.9921442,1,E-0105-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,105,괴정,N,N,상대식,35.09981644,128.9921442,2,E-0105-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,105,괴정,N,N,상대식,35.09981644,128.9921442,2,E-0105-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,105,괴정,N,N,상대식,35.09981644,128.9921442,3,E-0105-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 사하역 하차, 반대방향 노포행 열차 이용, 괴정역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,105,괴정,N,N,상대식,35.09981644,128.9921442,3,E-0105-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 대티역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,105,괴정,N,N,상대식,35.09981644,128.9921442,4,E-0105-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 대티역 하차, 반대방향 다대포해수욕장행 열차 이용, 괴정역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,105,괴정,N,N,상대식,35.09981644,128.9921442,4,E-0105-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 사하역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,106,대티,N,N,섬식,35.10312561,128.999936,1,E-0106-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,1,E-0106-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,2,E-0106-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,2,E-0106-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,3,E-0106-03,승강장,지하,5,대합실,지하,1,양방향,4호기 이용,Y,3,보통,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,3,E-0106-03,대합실,지하,1,승강장,지하,5,양방향,4호기 이용,Y,3,보통,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,4,E-0106-04,승강장,지하,5,대합실,지하,1,양방향,3호기 이용,Y,3,보통,대체 엘리베이터 이용,ALT_ELV
1,106,대티,N,N,섬식,35.10312561,128.999936,4,E-0106-04,대합실,지하,1,승강장,지하,5,양방향,3호기 이용,Y,3,보통,대체 엘리베이터 이용,ALT_ELV
1,107,서대신,N,N,섬식,35.11093717,129.0121776,1,E-0107-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
